[,',3,C,',]
84,,,,,
72,,,,,
76,,,,,
78,,,,,
90,,,,,
82,,,,,
80,,,,,
81,,,,,
76,,,,,
83,,,,,
88,,,,,
92,,,,,
89,,,,,
82,,,,,
90,,,,,
91,,,,,
87,,,,,
83,,,,,
89,,,,,
94,,,,,
82,,,,,
85,,,,,
74,,,,,
79,,,,,
83,,,,,
79,,,,,
87,,,,,
89,,,,,
80,,,,,
69,,,,,
80,,,,,
88,,,,,
82,,,,,
84,,,,,
87,,,,,
93,,,,,
77,,,,,
80,,,,,
89,,,,,
77,,,,,
86,,,,,
79,,,,,
78,,,,,
78,,,,,
75,,,,,
80,,,,,
86,,,,,
87,,,,,
90,,,,,
81,,,,,
76,,,,,
90,,,,,
90,,,,,
92,,,,,
92,,,,,
84,,,,,
93,,,,,
84,,,,,
84,,,,,
91,,,,,
80,,,,,
89,,,,,
91,,,,,
82,,,,,
87,,,,,
83,,,,,
95,,,,,
87,,,,,
96,,,,,
92,,,,,
89,,,,,
80,,,,,
79,,,,,
88,,,,,
91,,,,,
86,,,,,
81,,,,,
81,,,,,
86,,,,,
90,,,,,
96,,,,,
87,,,,,
90,,,,,
93,,,,,
90,,,,,
99,,,,,
90,,,,,
100,,,,,
87,,,,,
76,,,,,
82,,,,,
87,,,,,
87,,,,,
86,,,,,
84,,,,,
85,,,,,
85,,,,,
86,,,,,
91,,,,,
81,,,,,
86,,,,,
84,,,,,
84,,,,,
85,,,,,
82,,,,,
82,,,,,
78,,,,,
78,,,,,
82,,,,,
86,,,,,
86,,,,,
83,,,,,
85,,,,,
82,,,,,
85,,,,,
86,,,,,
91,,,,,
86,,,,,
79,,,,,
82,,,,,
78,,,,,
79,,,,,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
78,,,,,
79,,,,,
74,,,,,
79,,,,,
83,,,,,
84,,,,,
82,,,,,
73,,,,,
74,,,,,
73,,,,,
78,,,,,
85,,,,,
78,,,,,
75,,,,,
79,,,,,
78,,,,,
76,,,,,
76,,,,,
78,,,,,
75,,,,,
87,,,,,
79,,,,,
81,,,,,
75,,,,,
78,,,,,
84,,,,,
82,,,,,
85,,,,,
86,,,,,
91,,,,,
100,,,,,
88,,,,,
84,,,,,
84,,,,,
77,,,,,
73,,,,,
76,,,,,
75,,,,,
75,,,,,
76,,,,,
77,,,,,
77,,,,,
77,,,,,
72,,,,,
73,,,,,
70,,,,,
77,,,,,
83,,,,,
74,,,,,
76,,,,,
74,,,,,
77,,,,,
72,,,,,
69,,,,,
83,,,,,
78,,,,,
81,,,,,
80,,,,,
81,,,,,
73,,,,,
80,,,,,
82,,,,,
76,,,,,
75,,,,,
74,,,,,
79,,,,,
79,,,,,
82,,,,,
73,,,,,
78,,,,,
81,,,,,
76,,,,,
70,,,,,
79,,,,,
76,,,,,
76,,,,,
73,,,,,
75,,,,,
75,,,,,
68,,,,,
70,,,,,
71,,,,,
80,,,,,
73,,,,,
69,,,,,
75,,,,,
65,,,,,
72,,,,,
76,,,,,
76,,,,,
80,,,,,
76,,,,,
75,,,,,
69,,,,,
70,,,,,
72,,,,,
78,,,,,
76,,,,,
80,,,,,
71,,,,,
74,,,,,
70,,,,,
74,,,,,
74,,,,,
75,,,,,
71,,,,,
71,,,,,
73,,,,,
66,,,,,
73,,,,,
72,,,,,
73,,,,,
74,,,,,
68,,,,,
65,,,,,
68,,,,,
71,,,,,
69,,,,,
75,,,,,
70,,,,,
68,,,,,
68,,,,,
67,,,,,
76,,,,,
71,,,,,
76,,,,,
81,,,,,
72,,,,,
75,,,,,
73,,,,,
73,,,,,
74,,,,,
76,,,,,
69,,,,,
62,,,,,
70,,,,,
72,,,,,
75,,,,,
69,,,,,
68,,,,,
68,,,,,
71,,,,,
72,,,,,
67,,,,,
79,,,,,
79,,,,,
70,,,,,
60,,,,,
56,,,,,
67,,,,,
66,,,,,
71,,,,,
77,,,,,
67,,,,,
72,,,,,
66,,,,,
64,,,,,
65,,,,,
66,,,,,
68,,,,,
83,,,,,
71,,,,,
68,,,,,
68,,,,,
72,,,,,
77,,,,,
75,,,,,
70,,,,,
72,,,,,
76,,,,,
62,,,,,
67,,,,,
74,,,,,
68,,,,,
72,,,,,
72,,,,,
68,,,,,
70,,,,,
67,,,,,
71,,,,,
69,,,,,
72,,,,,
72,,,,,
73,,,,,
70,,,,,
58,,,,,
69,,,,,
70,,,,,
66,,,,,
68,,,,,
71,,,,,
68,,,,,
62,,,,,
74,,,,,
63,,,,,
69,,,,,
70,,,,,
68,,,,,
67,,,,,
68,,,,,
69,,,,,
67,,,,,
70,,,,,
69,,,,,
68,,,,,
62,,,,,
67,,,,,
68,,,,,
69,,,,,
65,,,,,
68,,,,,
68,,,,,
61,,,,,
61,,,,,
70,,,,,
71,,,,,
67,,,,,
64,,,,,
65,,,,,
59,,,,,
60,,,,,
70,,,,,
69,,,,,
